category_tree,service_name,stats_category
Trattamenti Corpo,"Massaggio GAG (Gambe, Addome, Glutei)",Massaggio
Trattamenti Corpo,Massaggio Total Boody Relax,Massaggio
Trattamenti Corpo,Massaggio Schiena Relax,Massaggio
Trattamenti Corpo,"Trattamento con bendaggi (Drenanti, Riducenti, Tonificanti)",Trattamenti Corpo
Trattamento Epilazione Laser Donna,Gambe Intere,Ceretta
Trattamento Epilazione Laser Donna,Metà Gambe Superiore,Epilazione laser
Trattamento Epilazione Laser Donna,Metà Gambe Inferiore,Ceretta
Trattamento Epilazione Laser Donna,Gambe + Inguine totale ,Epilazione laser
Trattamento Epilazione Laser Donna,Inguine sgambato,Ceretta
Trattamento Epilazione Laser Donna,Inguine totale,Ceretta
Trattamento Epilazione Laser Donna,Labbro,Ceretta
Trattamento Epilazione Laser Donna,Labbro + mento ,Ceretta
Trattamento Epilazione Laser Donna,Mento,Epilazione laser
Trattamento Epilazione Laser Donna,Ascelle,Epilazione laser
Trattamento Epilazione Laser Donna,Braccia intere,Epilazione laser
Trattamenti Corpo,Presso-terapia,Presso terapia
Manicure,Manicure Russa + Ricostruzione,Manicure
Manicure,Manicure Russa + Smalto semi Rinforzato,Manicure
Manicure,Manicure Russa + Gel o acrigel,Manicure
Pedicure, Semipermanente Piedi,Pedicure
Pedicure,Pedicure Estetico + Semipermanente,Pedicure
Trattamenti Corpo,Montaggio Lipolaser,Trattamenti viso
Trattamenti Corpo,Trattamento Lipolaser,Trattamenti Corpo
nan,Piscina ,Balayage
nan,Palestra,Balayage
Pedicure,rimozione semipermanente,Manicure
Manicure,Manicure + smalto normale,Manicure
Trattamenti viso,Make-up sera,Makeup/Trucco
Trattamenti viso,Make-up sposa,Makeup/Trucco
Manicure,riparazione semipermanente o gel,Manicure
Manicure,Manicure  + Smalto semipermanente ,Manicure
Trattamenti viso,trattamento viso con maschere peel-off,Barba
Trattamenti viso,Make-up ,Makeup/Trucco
Trattamenti Corpo,Trattamento shiatsu ,Trattamenti Corpo
Trattamento Epilazione Laser Donna,Gambe + Inguine sgambato ,Epilazione laser
Trattamento Epilazione Laser Donna,Braccia (metà),Epilazione laser
Trattamenti Corpo,montaggio Presso-terapia,Presso terapia
Ceretta,"cera completa (gambe , inguine, ascelle, braccia, Viso",Ceretta
nan,Labbro Superiore,Ceretta
nan,Gambe intere,Ceretta
nan,Gambe + Inguine,Ceretta
nan,Inguine Integrale,Ceretta
nan,Braccia,Ceretta
nan,Gluteo,Ceretta
nan,Ascelle,Ceretta
Trattamenti viso,Pulizia viso ad ultrasuoni,Trattamenti viso
Trattamenti viso,Trattamento Anti-age,Trattamenti viso
Sopracciglia,Sopracciglia con ceretta + pinzetta,Ciglia/Sopracciglia
Trattamenti Corpo,Massaggio Total Boody Relax,Massaggio
Trattamenti Corpo,Massaggio Schiena Relax,Massaggio
Trattamento Laser > Trattamento Epilazione Laser Donna,Gambe Intere,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Metà Gambe Superiore,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Metà Gambe Inferiore,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Gambe + Inguine,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Inguine Bikini,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Inguine Integrale,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Baffetto,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Viso Completo,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Mento Ristretto,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Mento Esteso,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Ascelle,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Donna,Glutei,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Gambe,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Uomo,Ascelle,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Braccia,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Petto,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Addome,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Spalle,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Schiena Completa,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Glutei,Epilazione laser
Consulenza estetica,Consulenza Corpo,Consulenza
Consulenza estetica,Consulenza Trattamento di Epilazione Laser,Consulenza
Trattamenti viso,Trattamento Foto Biostimolazione,Barba
Trattamenti Corpo,Massaggio anticellulite/drenante,Massaggio
Consulenza estetica,Consulenza Viso,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Braccia,Epilazione laser
Trattamento Laser > Trattamento Epilazione Laser Uomo,Zigomi,Consulenza
Trattamenti viso,Trattamento purificante anti-acne,Trattamenti viso
Trattamenti viso,Massaggio linfodrenante viso,Trattamenti viso
Trattamento Laser > Trattamento Epilazione Laser Donna,Total Body,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Pancia,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Seno,Consulenza
Trattamento Laser > Trattamento Epilazione Laser Donna,Basette,Consulenza
Trattamenti Corpo,Slender Life,Trattamenti viso
CONSULENZA NUTRIZIONALE,CONSULENZA NUTRIZIONALE,Consulenza
"""EPILFREE"" Epilazione definitiva permanente",LABBRO SUPERIORE,Ceretta
"""EPILFREE"" Epilazione definitiva permanente",Inguine integrale,Ceretta
Trattamenti Corpo,Tonificazione Addome e Pancia,Ceretta
"""EPILFREE"" Epilazione definitiva permanente",Mento,Permanente
"""EPILFREE"" Epilazione definitiva permanente",Labbra e Mento,Epilazione laser
"""EPILFREE"" Epilazione definitiva permanente",Basette/Guance,Permanente
"""EPILFREE"" Epilazione definitiva permanente",Viso Completo,Epilazione laser
"""EPILFREE"" Epilazione definitiva permanente",Orecchie/Naso,Permanente
"""EPILFREE"" Epilazione definitiva permanente",Ascelle,Ceretta
"""EPILFREE"" Epilazione definitiva permanente",Inguine Bikini,Ceretta
Trattamenti Corpo,Oxyage trattamento gambe ,Trattamenti Corpo
SMALTO/GEL,SMALTO GEL MANI,Manicure
SMALTO/GEL,SMALTO GEL PIEDI,Manicure
nan,TRATTAMENTO OMAGGIO VISO CON OXYAGE,Barba
Ceretta brasiliana cococera,ASCELLE,Ceretta
Ceretta brasiliana cococera,INGUINE,Ceretta
Ceretta brasiliana cococera,LABBRO SUPERIORE,Ceretta
Ceretta brasiliana cococera,BRACCIA,Ceretta
Ceretta brasiliana cococera,GAMBE,Ceretta
Ceretta brasiliana cococera,MENTO,Ceretta
Non Prenotabili,Shampoo - Capelli Corti,Shampoo
Non Prenotabili,Shampoo - Capelli Medi,Shampoo
Non Prenotabili,Shampoo - Capelli Lunghi,Shampoo
Non Prenotabili,Taglio - Capelli Corti,Taglio
Non Prenotabili,Taglio - Capelli Medi,Taglio
Non Prenotabili,Taglio - Capelli Lunghi,Taglio
Non Prenotabili,Piega - Capelli Corti,Piega
Non Prenotabili,Piega - Capelli Medi,Piega
Non Prenotabili,Piega - Capelli Lunghi,Piega
Non Prenotabili,App Ritocco Colore - Capelli Corti,Colore
Non Prenotabili,App Ritocco Colore - Capelli Lunghi,Colore
Non Prenotabili,App Colore Completo - Capelli Corti,Colore
Non Prenotabili,App Colore Completo - Capelli Medi,Colore
Non Prenotabili,App Colore Completo - Capelli Lunghi,Colore
Non Prenotabili,App Meches Parziali - Capelli Corti,Meches
Non Prenotabili,App Meches Parziali - Capelli Medi,Meches
Non Prenotabili,App Meches Parziali - Capelli Lunghi,Meches
Non Prenotabili,App Meches Completo - Capelli Corti,Meches
Non Prenotabili,App Meches Completo - Capelli Medi,Meches
Non Prenotabili,App Meches Completo - Capelli Lunghi,Meches
Non Prenotabili,App Degradè Ritocco - Capelli Corti,Degradè
Non Prenotabili,App Degradè Ritocco - Capelli Medi,Degradè
Non Prenotabili,App Degradè Ritocco - Capelli Lunghi,Degradè
Non Prenotabili,App Degradè - Capelli Corti,Degradè
Non Prenotabili,App Degradè - Capelli Medi,Degradè
Non Prenotabili,App Degradè - Capelli Lunghi,Degradè
Non Prenotabili,App Permanente - Capelli Corti,Permanente
Non Prenotabili,App Permanente - Capelli Medi,Permanente
Non Prenotabili,App Permanente - Capelli Lunghi,Permanente
Non Prenotabili,Tonalizzante  - Capelli Corti,Tonalizzante
Non Prenotabili,Tonalizzante - Capelli Medi,Tonalizzante
Non Prenotabili,Tonalizzante - Capelli Lunghi,Tonalizzante
Non Prenotabili,Ricostruzione - Capelli Corti,Trattamento capelli
Non Prenotabili,Ricostruzione - Capelli Medi,Trattamento capelli
Non Prenotabili,Ricostruzione - Capelli Lunghi,Trattamento capelli
Non Prenotabili,Trat Pulizia Cute - Capelli Corti,Pulizia cute
Non Prenotabili,Trat Pulizia Cute - Capelli Medi,Pulizia cute
Non Prenotabili,Trat Pulizia Cute - Capelli Lunghi,Pulizia cute
Capelli Corti > Senza Taglio,Visita con Microcamera ,Taglio
Capelli Medi > Senza Taglio,Visita con Microcamera - Capelli Medi,Taglio
Capelli Lunghi > Senza Taglio,Visita con Microcamera - Capelli Lunghi,Taglio
Non Prenotabili,Maschera Colorata,Keratina
Non Prenotabili,Risciacquo Permanente,Permanente
Non Prenotabili,Ritocco Colore + Colpi ,Colore
Non Prenotabili,Schiariture,Balayage
Non Prenotabili,Shampoo - Capelli Corti,Shampoo
Non Prenotabili,App Ritocco Colore - Capelli Medi,Colore
Capelli Corti > Con Taglio,Visita con Microcamera ,Taglio
Capelli Medi > Con Taglio,Visita con Microcamera - Capelli Medi,Taglio
Capelli Lunghi > Con Taglio,Visita con Microcamera - Capelli Lunghi,Taglio
Non Prenotabili,App Botox,Balayage
Capelli Medi > Senza Taglio,Solo Acconciatura,Taglio
Capelli Lunghi > Senza Taglio,Solo Acconciatura,Taglio
Non Prenotabili,Applicazione-Lisciante-Capelli Corti,Keratina
Non Prenotabili,Applicazione-Lisciante-Capelli Medi,Keratina
Non Prenotabili,Applicazione-Lisciante-Capelli Lunghi,Keratina
Non Prenotabili,Risciaquo + Maschera,Keratina
Non Prenotabili,Piega Bigodini,Piega
Non Prenotabili,App. Ritocco Colore Capelli Medi,Colore
Non Prenotabili,Pettinata,Balayage
nan,Trattamento Puro',Trattamento capelli
nan,Posa Maschera,Keratina
Non Prenotabili,Taglio ,Taglio
Non Prenotabili,Piega - Capelli Lunghi,Piega
Non Prenotabili,App Colore Completo,Colore
Non Prenotabili,Colore Ammonia Free,Colore
Non Prenotabili,Sfumature - Capelli Corti,Piega
Non Prenotabili,Sfumature - Capelli Lunghi,Piega
Non Prenotabili,Liss Design - Capelli Corti,Piega
Non Prenotabili,Liss Design - Capelli Lunghi,Piega
Non Prenotabili,Laminazione - Capelli Corti,Ciglia/Sopracciglia
Non Prenotabili,Laminazione - Capelli Lunghi,Ciglia/Sopracciglia
Non Prenotabili,Hair Beauty Routine - Capelli Corti,Massaggio
Non Prenotabili,Hair Beauty Routine - Capelli Lunghi,Massaggio
SPECIAL EVENT,ACCONCIATURA,Piega
SPECIAL EVENT,ACCONCIATURA SPOSA,Piega
Non Prenotabili,Tonalizzante - Capelli Corti,Tonalizzante
Non Prenotabili,Tonalizzante - Capelli Lunghi,Tonalizzante
Non Prenotabili,Taglio Curl Specialist,Taglio
Non Prenotabili,Piega Curl - Capelli Corti,Piega
Non Prenotabili,Piega Curl - Capelli Lunghi,Piega
HAIR SPA,TRATTAMENTO DETOX,Manicure
CAPELLI CORTI > SENZA TAGLIO,PIEGA,Taglio
HAIR SPA,CONSULENZA TRICOLOGICA,Massaggio
nan,SEMI DI LINO EXPERIENCE ,Consulenza
nan,PIASTRA ,Piega piastra
Non Prenotabili,PIEGA CAPELLI CORTI,Piega
CAPELLI CORTI > CON TAGLIO,PIEGA CAPELLI CORTI,Taglio
HAIR SPA,CRIOTERAPIA,Massaggio
HAIR SPA,TRATTAMENTO ANTICADUTA,Manicure
HAIR SPA,APPLICAZIONE FIALA ANTICADUTA,Manicure
nan,easy liss,Balayage
Mani,Manicure,Manicure
Mani,Semipermanente Mani,Epilazione laser
Mani,Semipermanente Rubber,Manicure
Mani,Allungamento in Gel ,Epilazione laser
Mani,Allungamento in Acrilico,Epilazione laser
Mani,Refil Gel,Epilazione laser
Mani,Refil in Acrilico,Epilazione laser
Piedi,Pedicure Estetico,Pedicure
Piedi,Pedicure Curativo ,Epilazione laser
Piedi,Semipermanente Piedi,Epilazione laser
Piedi,Pedicure + Smalto Semipermanente,Pedicure
Cera Corpo,Sopracciglia Pinzetta,Ciglia/Sopracciglia
Cera Corpo,Sopracciglia Ceretta,Ciglia/Sopracciglia
Cera Corpo,Baffetto,Ceretta
Cera Corpo,Gambe Intere,Ceretta
Cera Corpo,Gambe Intere + Inguine,Ceretta
Cera Corpo,Mezza Gamba,Ceretta
Cera Corpo,Inguine Parziale,Ceretta
Cera Corpo,Inguine Totale,Ceretta
Cera Corpo,Cera Mento,Ceretta
Cera Corpo,Ascelle,Ceretta
Cera Corpo,Braccia,Ceretta
Viso,Laminazione Ciglia,Ciglia/Sopracciglia
Viso,Laminazione Sopracciglia,Ciglia/Sopracciglia
Viso,Permanente,Permanente
Viso,Colorazione Sopracciglia,Ciglia/Sopracciglia
Maschile,Barba,Barba
Maschile,Taglio,Taglio
Maschile,Taglio + Shampoo,Taglio
Maschile,Taglio + Shampoo + Barba,Taglio e barba
Maschile,Lavaggio e Asciugatura Barba,Barba
Maschile,Trattamenti Igienizzanti,Balayage
Maschile,Shampoo e trattamento specifico ,Shampoo
Maschile,Men Refresch,Balayage
Maschile,Taglio + Barba,Taglio e barba
Barber,Barba Modellata,Barba
Barber,Barba all'italiana ,Barba
Barber,Taglio e Shampoo,Taglio
Barber,"Taglio, Shampoo e Barba",Taglio e barba
Barber,Taglio e Shampoo Baby (0-10 anni),Taglio
Barber,Trattamento Luxury,Trattamento capelli
Barber,Trattamento Detossinante Cute ,Trattamento capelli
Barber,Trattamento cheratinizzante,Trattamento capelli
Barber,Trattamento lisciante/ondulante da,Ceretta
Barber,Men Reflash (trattamento capelli brizzolati),Trattamento capelli
Pedicure,Pedicure,Pedicure
Pedicure,Pedicure + Smalto classico,Pedicure
Pedicure,Pedicure + Semipermanente,Pedicure
Epilazione con Cera Classica (Donna),Baffetto (Solo Prenotazione Telefonica),Ceretta
Epilazione con Cera Classica (Donna),Gambe intere,Ceretta
Epilazione con Cera Classica (Donna),Gambe + Inguine Bikini,Ceretta
Epilazione con Cera Classica (Donna),Inguine Bikini,Ceretta
Epilazione con Cera Classica (Donna),Inguine Integrale,Ceretta
Epilazione con Cera Classica (Donna),Braccia,Ceretta
Trattamenti Viso (da eseguire previa Consulenza),Carbon Mask (Pulizia Viso),Trattamenti viso
Trattamenti Viso (da eseguire previa Consulenza),Maschera al Ferro (pulizia-tonificante),Trattamenti viso
Trattamenti Viso (da eseguire previa Consulenza),Sali Ocean Sea (scambi cellulari),Trattamenti Corpo
Trattamenti Viso (da eseguire previa Consulenza),Thermofango (ossigenante),Ceretta
Consulenza,Consulenza Viso,Consulenza
Consulenza,Consulenza Corpo,Consulenza
Consulenza,Consulenza Laser,Consulenza
Epilazione con Cera Classica (Donna),Gambe + Ing. Bikini + Ascelle,Ceretta
Epilazione con Cera Classica (Donna),Gambe + Ing. Integrale + Ascelle ,Ceretta
Epilazione con Cera Classica (Donna),Total Body + Inguine Bikini ,Ceretta
Epilazione con Cera Classica (Donna),Ascelle,Ceretta
Epilazione con Cera Classica (Donna),Sopracciglia + Baffetto (Solo Prenotazione Telefonica),Ceretta
Trattamenti Speciali Benessere,Trattamento Intensivo Ocean Lift (liftante anti-age),Trattamenti viso
Trattamenti Speciali Benessere,Trattamento Intensivo BioAlgae-Energy (anti-age rivitalizzante),Trattamenti viso
Trattamenti Speciali Benessere,Acid-Mix (feeling-rinnovatore),Balayage
Trattamenti Viso (da eseguire previa Consulenza),Fango Sensiderm (desensibilizzante),Consulenza
Trattamenti Viso (da eseguire previa Consulenza),Biolift (energizzante),Ceretta
Trattamenti Viso (da eseguire previa Consulenza),BioAlgae Complex (antiossidante),Ceretta
Trattamenti Viso (da eseguire previa Consulenza),Acid Peel PH 1.2 (attivatore metabolico),Consulenza
Trattamenti Viso (da eseguire previa Consulenza),Active Peel PH 3.5 (attivatore metabolico),Consulenza
Massaggio,Massaggio Antico Termale Romano (solo su prenotazione telefonica),Massaggio
Massaggio,.Massaggio Miofasciale Antistress (solo su prenotazione telefonica),Massaggio
Massaggio,Tratt. Lombo Sacrale Spalle -Tecnica di Sblocco- (solo su prenotazione telefonica),Epilazione laser
Massaggio,Massaggio Svedese (solo su prenotazione telefonica),Massaggio
Massaggio,Linfodrenaggio Vodder (solo su prenotazione telefonica),Massaggio
Massaggio,Anticellulite (solo su prenotazione telefonica),Massaggio
Massaggio,Decontratturante (solo su prenotazione telefonica),Massaggio
Massaggio,Massaggio Linfodrenante Gambe,Massaggio
Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza,Scrub Total Body,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza,Sale Ocean Sea,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza,Fango Sensiderm,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza,Thermofango,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Corpo Gravidanza e Post Gravidanza,Fango Massaggio,Trattamenti Corpo
Tratt. Benessere Viso e Corpo,Thermofango: Benessere Schiena,Trattamenti Corpo
Tratt. Benessere Viso e Corpo,Dren-Ice: Gambe Leggere,Trattamenti Corpo
Tratt. Benessere Viso e Corpo,"SensiEmotion: Lenitivo, Nutriente, Rilassante",Trattamenti Corpo
Tratt. Intensivo Viso,"Start Up 3 in 1 Viso: Rigenerante, Effetto Lifting",Trattamenti viso
Tratt. Intensivo Viso,"Pink Beauty Viso e Seno: Luminosità, Rassodamento",Trattamenti viso
Tratt. Intensivo Viso,"Dermolift: Pulizia, Tono, Riequilibrio, Effetto Filler",Trattamenti viso
Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante,Maschera al Ferro (tonificante),Ceretta
Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante,Active Peel PH 3.5 (attivatore metabolico ristrutturante),Trattamenti Corpo
Trattamenti Corpo  > Tratt. Seno Volumizzante Rassodante,Acid Peel PH 1.2 (attivatore metabolico),Trattamenti Corpo
Trattamenti Corpo  > Tratt. Adipe Localizzato,Lipobooster con Thermofango,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Adipe Localizzato,Lipobooster con BioAlgae Complex,Trattamenti Corpo
Trattamenti Corpo  > Tratt. Adipe Localizzato,Body Shaper ,Trattamenti Corpo
Epilazione con Cera Classica (Donna),Gambe + Inguine integrale ,Ceretta
Manicure,Manicure,Manicure
Epilazione con Cera Classica (Donna),Total Body+Inguine Integrale ,Ceretta
Manicure,Semipermanente senza rimozione,Manicure
Tratt. Intensivo Viso,Dr.Platon + Maschera al Ferro,Massaggio
Tratt. Intensivo Viso,Dr.Platon + Carbon Mask,Trattamenti viso
Tratt. Intensivo Viso,Dr.Platon,Trattamenti viso
Pedicure,Applicazione Smalto (Pedicure),Pedicure
Manicure,Rimozione,Manicure
Manicure,Semipermanente,Manicure
Manicure,Manicure+Smalto Classico,Manicure
Manicure,Applicazione Smalto,Manicure
Epilazione con Cera Classica (Donna),Sopracciglia (Solo Prenotazione Telefonica),Ciglia/Sopracciglia
Epilazione con Cera Classica (Donna),Mezza Gamba,Ceretta
Epilazione con Cera Classica (Donna),Glutei,Ceretta
Make-Up,Make-Up,Makeup/Trucco
Make-Up,Make-Up Sposa,Makeup/Trucco
Epilazione con Cera Brasiliana (Donna),Cera Bras. Gambe (altezza da 0 a 160 cm),Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Gambe (altezza da 160 a 190 cm),Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Inguine Bikini,Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Inguine Integrale,Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Braccia,Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Viso Completo,Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Baffetto (Solo Prenotazione Telefonica),Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Sopracciglia (Solo Prenotazione Telefonica),Ceretta
Epilazione con Cera Brasiliana (Donna),Cera Bras. Sopracciglia+Baffetto (Solo Prenotazione Telefonica),Ceretta
Epilazione Laser (Donna),Laser Gambe,Epilazione laser
Epilazione Laser (Donna),Laser Total Body (Gambe+Inguine+Ascelle+Braccia+Viso),Epilazione laser
Epilazione Laser (Donna),Laser Inguine Bikini,Ceretta
Epilazione Laser (Donna),Laser Inguine Integrale,Epilazione laser
Epilazione Laser (Donna),Laser Ascelle,Epilazione laser
Epilazione Laser (Donna),Laser Gambe+Inguine,Epilazione laser
Epilazione Laser (Donna),Laser Gambe+Inguine+Ascelle,Epilazione laser
Epilazione Laser (Donna),Laser Glutei,Epilazione laser
Epilazione Laser (Donna),Laser Baffetto,Ceretta
Epilazione Laser (Donna),Laser Mento,Epilazione laser
Epilazione Laser (Donna),Laser Baffetto+Mento,Epilazione laser
Epilazione Laser (Donna),Laser Viso Completo,Epilazione laser
Epilazione Laser (Donna),Laser Braccia,Epilazione laser
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Gambe,Ceretta
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Petto,Ceretta
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Schiena Superiore,Ceretta
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Ascelle,Ceretta
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Braccia,Ceretta
Epilazione con Cera Brasiliana (Uomo),Cera Bras. Sopracciglia (Solo Prenotazione Telefonica),Ceretta
